year,month,region,precip
1918,8,Baden-Wuerttemberg,67.2
1918,8,Bayern,90.6
1918,8,Hessen,76
1918,8,Mecklenburg-Vorpommern,88.1
1918,8,Niedersachsen,95.5
1918,8,Niedersachsen/Hamburg/Bremen,96
1918,8,Nordrhein-Westfalen,99.2
1918,8,Rheinland-Pfalz,61.4
1918,8,Schleswig-Holstein,99
1918,8,Saarland,63.7
1918,8,Sachsen,120.1
1918,8,Sachsen-Anhalt,93.7
1918,8,Thueringen/Sachsen-Anhalt,88.7
1918,8,Thueringen,82.3
1918,8,Deutschland,88.8
1919,8,Brandenburg/Berlin,38.5
1919,8,Brandenburg,38.6
1919,8,Baden-Wuerttemberg,45.6
1919,8,Bayern,65.2
1919,8,Hessen,40.6
1919,8,Mecklenburg-Vorpommern,56.9
1919,8,Niedersachsen,41.5
1919,8,Niedersachsen/Hamburg/Bremen,41.8
1919,8,Nordrhein-Westfalen,46.4
1919,8,Rheinland-Pfalz,38.5
1919,8,Schleswig-Holstein,80.7
1919,8,Saarland,49.2
1919,8,Sachsen,57.2
1919,8,Sachsen-Anhalt,24.5
1919,8,Thueringen/Sachsen-Anhalt,34.5
1919,8,Thueringen,47
1919,8,Deutschland,49.6
1920,8,Brandenburg/Berlin,86.4
1920,8,Brandenburg,86.4
1920,8,Baden-Wuerttemberg,65.4
1920,8,Bayern,88.6
1920,8,Hessen,62.5
1920,8,Mecklenburg-Vorpommern,66.7
1920,8,Niedersachsen,94.1
1920,8,Niedersachsen/Hamburg/Bremen,93.7
1920,8,Nordrhein-Westfalen,108.3
1920,8,Rheinland-Pfalz,40
1920,8,Schleswig-Holstein,84.7
1920,8,Saarland,37.9
1920,8,Sachsen,137.5
1920,8,Sachsen-Anhalt,62.6
1920,8,Thueringen/Sachsen-Anhalt,62.5
1920,8,Thueringen,62.3
1920,8,Deutschland,82.5
1921,8,Brandenburg/Berlin,47.9
1921,8,Brandenburg,47.8
1921,8,Baden-Wuerttemberg,102
1921,8,Bayern,96.5
1921,8,Hessen,57.4
1921,8,Mecklenburg-Vorpommern,62.8
1921,8,Niedersachsen,45.3
1921,8,Niedersachsen/Hamburg/Bremen,45.4
1921,8,Nordrhein-Westfalen,40.7
1921,8,Rheinland-Pfalz,56.1
1921,8,Schleswig-Holstein,66.5
1921,8,Saarland,52.7
1921,8,Sachsen,90.6
1921,8,Sachsen-Anhalt,42
1921,8,Thueringen/Sachsen-Anhalt,53.7
1921,8,Thueringen,68.4
1921,8,Deutschland,67.7
1922,8,Brandenburg/Berlin,57.3
1922,8,Brandenburg,57.6
1922,8,Baden-Wuerttemberg,115.9
1922,8,Bayern,127.4
1922,8,Hessen,112.3
1922,8,Mecklenburg-Vorpommern,81
1922,8,Niedersachsen,67.7
1922,8,Niedersachsen/Hamburg/Bremen,67.8
1922,8,Nordrhein-Westfalen,74.2
1922,8,Rheinland-Pfalz,113.3
1922,8,Schleswig-Holstein,90.3
1922,8,Saarland,105.4
1922,8,Sachsen,104.2
1922,8,Sachsen-Anhalt,63.8
1922,8,Thueringen/Sachsen-Anhalt,82.5
1922,8,Thueringen,106.1
1922,8,Deutschland,94.9
1923,8,Brandenburg/Berlin,47
1923,8,Brandenburg,47.1
1923,8,Baden-Wuerttemberg,58.3
1923,8,Bayern,70.3
1923,8,Hessen,52.6
1923,8,Mecklenburg-Vorpommern,70.7
1923,8,Niedersachsen,80.7
1923,8,Niedersachsen/Hamburg/Bremen,81
1923,8,Nordrhein-Westfalen,77.1
1923,8,Rheinland-Pfalz,47.1
1923,8,Schleswig-Holstein,118.8
1923,8,Saarland,54.3
1923,8,Sachsen,57.5
1923,8,Sachsen-Anhalt,39
1923,8,Thueringen/Sachsen-Anhalt,42.5
1923,8,Thueringen,46.8
1923,8,Deutschland,65.5
1924,8,Brandenburg/Berlin,70
1924,8,Brandenburg,70.9
1924,8,Baden-Wuerttemberg,133.9
1924,8,Bayern,143.2
1924,8,Hessen,154.1
1924,8,Mecklenburg-Vorpommern,81.6
1924,8,Niedersachsen,137.3
1924,8,Niedersachsen/Hamburg/Bremen,136.5
1924,8,Nordrhein-Westfalen,179.2
1924,8,Rheinland-Pfalz,141.4
1924,8,Schleswig-Holstein,114.3
1924,8,Saarland,148.8
1924,8,Sachsen,127.3
1924,8,Sachsen-Anhalt,137.4
1924,8,Thueringen/Sachsen-Anhalt,137.3
1924,8,Thueringen,137.1
1924,8,Deutschland,132.6
1925,8,Brandenburg/Berlin,72.5
1925,8,Brandenburg,72.5
1925,8,Baden-Wuerttemberg,124.8
1925,8,Bayern,157.4
1925,8,Hessen,85.4
1925,8,Mecklenburg-Vorpommern,47.6
1925,8,Niedersachsen,69.9
1925,8,Niedersachsen/Hamburg/Bremen,69.7
1925,8,Nordrhein-Westfalen,68.8
1925,8,Rheinland-Pfalz,98.9
1925,8,Schleswig-Holstein,89.8
1925,8,Saarland,122.3
1925,8,Sachsen,136
1925,8,Sachsen-Anhalt,66.5
1925,8,Thueringen/Sachsen-Anhalt,80
1925,8,Thueringen,96.9
1925,8,Deutschland,100
1926,8,Brandenburg/Berlin,62.4
1926,8,Brandenburg,62.6
1926,8,Baden-Wuerttemberg,50.6
1926,8,Bayern,68.4
1926,8,Hessen,52.9
1926,8,Mecklenburg-Vorpommern,56.4
1926,8,Niedersachsen,64.1
1926,8,Niedersachsen/Hamburg/Bremen,64.2
1926,8,Nordrhein-Westfalen,62
1926,8,Rheinland-Pfalz,41.7
1926,8,Schleswig-Holstein,85
1926,8,Saarland,40.2
1926,8,Sachsen,82.5
1926,8,Sachsen-Anhalt,53.7
1926,8,Thueringen/Sachsen-Anhalt,56.2
1926,8,Thueringen,59.4
1926,8,Deutschland,61.9
1927,8,Brandenburg/Berlin,122.2
1927,8,Brandenburg,121.7
1927,8,Baden-Wuerttemberg,166.8
1927,8,Bayern,132.4
1927,8,Hessen,119.6
1927,8,Mecklenburg-Vorpommern,141.1
1927,8,Niedersachsen,140.2
1927,8,Niedersachsen/Hamburg/Bremen,140.5
1927,8,Nordrhein-Westfalen,130.9
1927,8,Rheinland-Pfalz,108.3
1927,8,Schleswig-Holstein,146.8
1927,8,Saarland,122.9
1927,8,Sachsen,93
1927,8,Sachsen-Anhalt,125.9
1927,8,Thueringen/Sachsen-Anhalt,114.3
1927,8,Thueringen,99.7
1927,8,Deutschland,131.2
1928,8,Brandenburg/Berlin,59.4
1928,8,Brandenburg,59.7
1928,8,Baden-Wuerttemberg,100.7
1928,8,Bayern,129
1928,8,Hessen,72.7
1928,8,Mecklenburg-Vorpommern,124.6
1928,8,Niedersachsen,105.8
1928,8,Niedersachsen/Hamburg/Bremen,105.9
1928,8,Nordrhein-Westfalen,101.1
1928,8,Rheinland-Pfalz,65.5
1928,8,Schleswig-Holstein,92.1
1928,8,Saarland,55
1928,8,Sachsen,81.4
1928,8,Sachsen-Anhalt,57
1928,8,Thueringen/Sachsen-Anhalt,58
1928,8,Thueringen,59.3
1928,8,Deutschland,95.6
1929,8,Brandenburg/Berlin,23.8
1929,8,Brandenburg,24
1929,8,Baden-Wuerttemberg,71.6
1929,8,Bayern,83.8
1929,8,Hessen,24.9
1929,8,Mecklenburg-Vorpommern,27.2
1929,8,Niedersachsen,34.2
1929,8,Niedersachsen/Hamburg/Bremen,34.2
1929,8,Nordrhein-Westfalen,33.3
1929,8,Rheinland-Pfalz,25.1
1929,8,Schleswig-Holstein,44.3
1929,8,Saarland,25.2
1929,8,Sachsen,47.9
1929,8,Sachsen-Anhalt,25.2
1929,8,Thueringen/Sachsen-Anhalt,28.3
1929,8,Thueringen,32.3
1929,8,Deutschland,46
1930,8,Brandenburg/Berlin,77.9
1930,8,Brandenburg,77.7
1930,8,Baden-Wuerttemberg,99
1930,8,Bayern,126.1
1930,8,Hessen,79.3
1930,8,Mecklenburg-Vorpommern,76.1
1930,8,Niedersachsen,111.2
1930,8,Niedersachsen/Hamburg/Bremen,112.2
1930,8,Nordrhein-Westfalen,99.6
1930,8,Rheinland-Pfalz,72.2
1930,8,Schleswig-Holstein,135.4
1930,8,Saarland,80.9
1930,8,Sachsen,96.3
1930,8,Sachsen-Anhalt,68.4
1930,8,Thueringen/Sachsen-Anhalt,69
1930,8,Thueringen,69.8
1930,8,Deutschland,98.7
1931,8,Brandenburg/Berlin,64.6
1931,8,Brandenburg,64.8
1931,8,Baden-Wuerttemberg,159.2
1931,8,Bayern,154.1
1931,8,Hessen,135.1
1931,8,Mecklenburg-Vorpommern,62.7
1931,8,Niedersachsen,109.2
1931,8,Niedersachsen/Hamburg/Bremen,109.2
1931,8,Nordrhein-Westfalen,135.1
1931,8,Rheinland-Pfalz,173.5
1931,8,Schleswig-Holstein,94.8
1931,8,Saarland,162.2
1931,8,Sachsen,80.4
1931,8,Sachsen-Anhalt,63
1931,8,Thueringen/Sachsen-Anhalt,77.5
1931,8,Thueringen,95.7
1931,8,Deutschland,119
1932,8,Brandenburg/Berlin,46.8
1932,8,Brandenburg,47
1932,8,Baden-Wuerttemberg,52.1
1932,8,Bayern,66.5
1932,8,Hessen,55.1
1932,8,Mecklenburg-Vorpommern,75.5
1932,8,Niedersachsen,50.2
1932,8,Niedersachsen/Hamburg/Bremen,50.5
1932,8,Nordrhein-Westfalen,46.8
1932,8,Rheinland-Pfalz,65.1
1932,8,Schleswig-Holstein,59.9
1932,8,Saarland,73.5
1932,8,Sachsen,67.8
1932,8,Sachsen-Anhalt,43.5
1932,8,Thueringen/Sachsen-Anhalt,47
1932,8,Thueringen,51.5
1932,8,Deutschland,57.1
1933,8,Brandenburg/Berlin,54.1
1933,8,Brandenburg,54.1
1933,8,Baden-Wuerttemberg,45.2
1933,8,Bayern,84.8
1933,8,Hessen,72.5
1933,8,Mecklenburg-Vorpommern,53.3
1933,8,Niedersachsen,50.3
1933,8,Niedersachsen/Hamburg/Bremen,50.6
1933,8,Nordrhein-Westfalen,56.7
1933,8,Rheinland-Pfalz,62.7
1933,8,Schleswig-Holstein,63.5
1933,8,Saarland,43.4
1933,8,Sachsen,95.3
1933,8,Sachsen-Anhalt,46.3
1933,8,Thueringen/Sachsen-Anhalt,57.3
1933,8,Thueringen,71.1
1933,8,Deutschland,63.5
1934,8,Brandenburg/Berlin,98.1
1934,8,Brandenburg,97.8
1934,8,Baden-Wuerttemberg,128.8
1934,8,Bayern,132.1
1934,8,Hessen,69
1934,8,Mecklenburg-Vorpommern,90.2
1934,8,Niedersachsen,46.2
1934,8,Niedersachsen/Hamburg/Bremen,46.4
1934,8,Nordrhein-Westfalen,56
1934,8,Rheinland-Pfalz,69.4
1934,8,Schleswig-Holstein,68.5
1934,8,Saarland,92.7
1934,8,Sachsen,111.9
1934,8,Sachsen-Anhalt,63.2
1934,8,Thueringen/Sachsen-Anhalt,69.2
1934,8,Thueringen,76.8
1934,8,Deutschland,89.7
1935,8,Brandenburg/Berlin,67.7
1935,8,Brandenburg,67.4
1935,8,Baden-Wuerttemberg,101.9
1935,8,Bayern,73
1935,8,Hessen,73.3
1935,8,Mecklenburg-Vorpommern,64.2
1935,8,Niedersachsen,48.3
1935,8,Niedersachsen/Hamburg/Bremen,48.3
1935,8,Nordrhein-Westfalen,47
1935,8,Rheinland-Pfalz,46.9
1935,8,Schleswig-Holstein,45.7
1935,8,Saarland,45.4
1935,8,Sachsen,64.4
1935,8,Sachsen-Anhalt,60.1
1935,8,Thueringen/Sachsen-Anhalt,67.4
1935,8,Thueringen,76.5
1935,8,Deutschland,65.3
1936,8,Brandenburg/Berlin,45.7
1936,8,Brandenburg,46.1
1936,8,Baden-Wuerttemberg,90.9
1936,8,Bayern,101.7
1936,8,Hessen,76.5
1936,8,Mecklenburg-Vorpommern,44.9
1936,8,Niedersachsen,58.2
1936,8,Niedersachsen/Hamburg/Bremen,58.4
1936,8,Nordrhein-Westfalen,68
1936,8,Rheinland-Pfalz,84.8
1936,8,Schleswig-Holstein,52.7
1936,8,Saarland,89.1
1936,8,Sachsen,48.1
1936,8,Sachsen-Anhalt,38.2
1936,8,Thueringen/Sachsen-Anhalt,46
1936,8,Thueringen,55.9
1936,8,Deutschland,70
1937,8,Brandenburg/Berlin,89.8
1937,8,Brandenburg,90.4
1937,8,Baden-Wuerttemberg,68.7
1937,8,Bayern,100.8
1937,8,Hessen,43.5
1937,8,Mecklenburg-Vorpommern,50.4
1937,8,Niedersachsen,62.6
1937,8,Niedersachsen/Hamburg/Bremen,62.3
1937,8,Nordrhein-Westfalen,62.6
1937,8,Rheinland-Pfalz,43.5
1937,8,Schleswig-Holstein,55.1
1937,8,Saarland,47.7
1937,8,Sachsen,91.9
1937,8,Sachsen-Anhalt,96.1
1937,8,Thueringen/Sachsen-Anhalt,76.2
1937,8,Thueringen,51.1
1937,8,Deutschland,72.9
1938,8,Brandenburg/Berlin,76.7
1938,8,Brandenburg,76.1
1938,8,Baden-Wuerttemberg,172.7
1938,8,Bayern,149.3
1938,8,Hessen,109.7
1938,8,Mecklenburg-Vorpommern,36.6
1938,8,Niedersachsen,63.4
1938,8,Niedersachsen/Hamburg/Bremen,63.1
1938,8,Nordrhein-Westfalen,122.1
1938,8,Rheinland-Pfalz,124.3
1938,8,Schleswig-Holstein,48
1938,8,Saarland,109.2
1938,8,Sachsen,121.9
1938,8,Sachsen-Anhalt,40.8
1938,8,Thueringen/Sachsen-Anhalt,54.4
1938,8,Thueringen,71.6
1938,8,Deutschland,104.4
1939,8,Brandenburg/Berlin,76.2
1939,8,Brandenburg,76
1939,8,Baden-Wuerttemberg,91.6
1939,8,Bayern,80
1939,8,Hessen,87.2
1939,8,Mecklenburg-Vorpommern,75.5
1939,8,Niedersachsen,104.2
1939,8,Niedersachsen/Hamburg/Bremen,104.1
1939,8,Nordrhein-Westfalen,63.8
1939,8,Rheinland-Pfalz,67.5
1939,8,Schleswig-Holstein,104.1
1939,8,Saarland,82
1939,8,Sachsen,74
1939,8,Sachsen-Anhalt,88.9
1939,8,Thueringen/Sachsen-Anhalt,93.6
1939,8,Thueringen,99.4
1939,8,Deutschland,84.3
1940,8,Brandenburg/Berlin,96.7
1940,8,Brandenburg,96.7
1940,8,Baden-Wuerttemberg,104
1940,8,Bayern,116.1
1940,8,Hessen,56.5
1940,8,Mecklenburg-Vorpommern,97.7
1940,8,Niedersachsen,94.7
1940,8,Niedersachsen/Hamburg/Bremen,95.1
1940,8,Nordrhein-Westfalen,68.2
1940,8,Rheinland-Pfalz,47.4
1940,8,Schleswig-Holstein,88.3
1940,8,Saarland,47
1940,8,Sachsen,109.3
1940,8,Sachsen-Anhalt,72.5
1940,8,Thueringen/Sachsen-Anhalt,72.8
1940,8,Thueringen,73.1
1940,8,Deutschland,90.9
1941,8,Brandenburg/Berlin,80
1941,8,Brandenburg,80.3
1941,8,Baden-Wuerttemberg,127.6
1941,8,Bayern,143.8
1941,8,Hessen,136.7
1941,8,Mecklenburg-Vorpommern,99.3
1941,8,Niedersachsen,128
1941,8,Niedersachsen/Hamburg/Bremen,127.7
1941,8,Nordrhein-Westfalen,155.8
1941,8,Rheinland-Pfalz,124.3
1941,8,Schleswig-Holstein,133
1941,8,Saarland,136.8
1941,8,Sachsen,96.4
1941,8,Sachsen-Anhalt,73.8
1941,8,Thueringen/Sachsen-Anhalt,85.3
1941,8,Thueringen,99.8
1941,8,Deutschland,122.4
1942,8,Brandenburg/Berlin,34.4
1942,8,Brandenburg,34.2
1942,8,Baden-Wuerttemberg,61.6
1942,8,Bayern,65
1942,8,Hessen,41.2
1942,8,Mecklenburg-Vorpommern,37.1
1942,8,Niedersachsen,38.8
1942,8,Niedersachsen/Hamburg/Bremen,38.7
1942,8,Nordrhein-Westfalen,35.5
1942,8,Rheinland-Pfalz,25.7
1942,8,Schleswig-Holstein,44.4
1942,8,Saarland,33.6
1942,8,Sachsen,40.7
1942,8,Sachsen-Anhalt,33.1
1942,8,Thueringen/Sachsen-Anhalt,39.3
1942,8,Thueringen,47.1
1942,8,Deutschland,45.3
1943,8,Brandenburg/Berlin,57.4
1943,8,Brandenburg,57.6
1943,8,Baden-Wuerttemberg,48.4
1943,8,Bayern,55.8
1943,8,Hessen,81.6
1943,8,Mecklenburg-Vorpommern,103.4
1943,8,Niedersachsen,123.9
1943,8,Niedersachsen/Hamburg/Bremen,124.5
1943,8,Nordrhein-Westfalen,121
1943,8,Rheinland-Pfalz,89.4
1943,8,Schleswig-Holstein,155
1943,8,Saarland,100.3
1943,8,Sachsen,69.8
1943,8,Sachsen-Anhalt,74.6
1943,8,Thueringen/Sachsen-Anhalt,81.2
1943,8,Thueringen,89.6
1943,8,Deutschland,85.2
1944,8,Brandenburg/Berlin,35.3
1944,8,Brandenburg,35.7
1944,8,Baden-Wuerttemberg,56.2
1944,8,Bayern,74
1944,8,Hessen,31.1
1944,8,Mecklenburg-Vorpommern,37.5
1944,8,Niedersachsen,28.1
1944,8,Niedersachsen/Hamburg/Bremen,28.2
1944,8,Nordrhein-Westfalen,41.4
1944,8,Rheinland-Pfalz,24.6
1944,8,Schleswig-Holstein,36.5
1944,8,Saarland,20.5
1944,8,Sachsen,49.7
1944,8,Sachsen-Anhalt,38.8
1944,8,Thueringen/Sachsen-Anhalt,48.7
1944,8,Thueringen,61.2
1944,8,Deutschland,46.2
1945,8,Brandenburg/Berlin,73.5
1945,8,Brandenburg,72.7
1945,8,Baden-Wuerttemberg,189.9
1945,8,Bayern,120.2
1945,8,Hessen,144.6
1945,8,Mecklenburg-Vorpommern,71.1
1945,8,Niedersachsen,132.1
1945,8,Niedersachsen/Hamburg/Bremen,131.8
1945,8,Nordrhein-Westfalen,164.9
1945,8,Rheinland-Pfalz,121.7
1945,8,Schleswig-Holstein,96.3
1945,8,Saarland,133.1
1945,8,Sachsen,113.3
1945,8,Sachsen-Anhalt,112.8
1945,8,Thueringen/Sachsen-Anhalt,116.3
1945,8,Thueringen,120.6
1945,8,Deutschland,125.7
1946,8,Brandenburg/Berlin,83.4
1946,8,Brandenburg,84.1
1946,8,Baden-Wuerttemberg,89.7
1946,8,Bayern,76.6
1946,8,Hessen,52.8
1946,8,Mecklenburg-Vorpommern,157.8
1946,8,Niedersachsen,64.7
1946,8,Niedersachsen/Hamburg/Bremen,64.7
1946,8,Nordrhein-Westfalen,72.1
1946,8,Rheinland-Pfalz,56
1946,8,Schleswig-Holstein,166.9
1946,8,Saarland,65
1946,8,Sachsen,80.6
1946,8,Sachsen-Anhalt,52
1946,8,Thueringen/Sachsen-Anhalt,51.1
1946,8,Thueringen,49.9
1946,8,Deutschland,80.7
1947,8,Brandenburg/Berlin,43.3
1947,8,Brandenburg,43
1947,8,Baden-Wuerttemberg,30.6
1947,8,Bayern,24.5
1947,8,Hessen,13.4
1947,8,Mecklenburg-Vorpommern,44.5
1947,8,Niedersachsen,31.1
1947,8,Niedersachsen/Hamburg/Bremen,30.8
1947,8,Nordrhein-Westfalen,24.2
1947,8,Rheinland-Pfalz,19
1947,8,Schleswig-Holstein,15.9
1947,8,Saarland,38.7
1947,8,Sachsen,20.8
1947,8,Sachsen-Anhalt,17.9
1947,8,Thueringen/Sachsen-Anhalt,18.6
1947,8,Thueringen,19.5
1947,8,Deutschland,26.9
1948,8,Brandenburg/Berlin,137.1
1948,8,Brandenburg,136.8
1948,8,Baden-Wuerttemberg,103.1
1948,8,Bayern,106.7
1948,8,Hessen,87
1948,8,Mecklenburg-Vorpommern,106.3
1948,8,Niedersachsen,96.3
1948,8,Niedersachsen/Hamburg/Bremen,97
1948,8,Nordrhein-Westfalen,98.2
1948,8,Rheinland-Pfalz,115.5
1948,8,Schleswig-Holstein,137.6
1948,8,Saarland,129.4
1948,8,Sachsen,150
1948,8,Sachsen-Anhalt,107.4
1948,8,Thueringen/Sachsen-Anhalt,94.7
1948,8,Thueringen,78.7
1948,8,Deutschland,108.8
1949,8,Brandenburg/Berlin,39.3
1949,8,Brandenburg,39.3
1949,8,Baden-Wuerttemberg,62.5
1949,8,Bayern,93.4
1949,8,Hessen,67.6
1949,8,Mecklenburg-Vorpommern,39.1
1949,8,Niedersachsen,57.6
1949,8,Niedersachsen/Hamburg/Bremen,57.7
1949,8,Nordrhein-Westfalen,58.5
1949,8,Rheinland-Pfalz,66.6
1949,8,Schleswig-Holstein,58.2
1949,8,Saarland,82.2
1949,8,Sachsen,57.8
1949,8,Sachsen-Anhalt,48
1949,8,Thueringen/Sachsen-Anhalt,52.5
1949,8,Thueringen,58.1
1949,8,Deutschland,63.5
1950,8,Brandenburg/Berlin,37.1
1950,8,Brandenburg,37.2
1950,8,Baden-Wuerttemberg,124.7
1950,8,Bayern,104.3
1950,8,Hessen,81
1950,8,Mecklenburg-Vorpommern,67.9
1950,8,Niedersachsen,56.6
1950,8,Niedersachsen/Hamburg/Bremen,56.7
1950,8,Nordrhein-Westfalen,68.6
1950,8,Rheinland-Pfalz,85.9
1950,8,Schleswig-Holstein,78.3
1950,8,Saarland,96.2
1950,8,Sachsen,47.7
1950,8,Sachsen-Anhalt,42
1950,8,Thueringen/Sachsen-Anhalt,50.2
1950,8,Thueringen,60.5
1950,8,Deutschland,76.5
1951,8,Brandenburg/Berlin,34.1
1951,8,Brandenburg,34.4
1951,8,Baden-Wuerttemberg,104.4
1951,8,Bayern,75.9
1951,8,Hessen,75.7
1951,8,Mecklenburg-Vorpommern,47.1
1951,8,Niedersachsen,61.8
1951,8,Niedersachsen/Hamburg/Bremen,61.8
1951,8,Nordrhein-Westfalen,94.3
1951,8,Rheinland-Pfalz,81.1
1951,8,Schleswig-Holstein,98.9
1951,8,Saarland,76.6
1951,8,Sachsen,34.2
1951,8,Sachsen-Anhalt,40.7
1951,8,Thueringen/Sachsen-Anhalt,48.2
1951,8,Thueringen,57.7
1951,8,Deutschland,69.6
1952,8,Brandenburg/Berlin,50.9
1952,8,Brandenburg,51.5
1952,8,Baden-Wuerttemberg,55.6
1952,8,Bayern,68.8
1952,8,Hessen,60.7
1952,8,Mecklenburg-Vorpommern,60.4
1952,8,Niedersachsen,90.5
1952,8,Niedersachsen/Hamburg/Bremen,91.1
1952,8,Nordrhein-Westfalen,99.6
1952,8,Rheinland-Pfalz,73.7
1952,8,Schleswig-Holstein,97.3
1952,8,Saarland,76.6
1952,8,Sachsen,56.6
1952,8,Sachsen-Anhalt,45.2
1952,8,Thueringen/Sachsen-Anhalt,48.9
1952,8,Thueringen,53.5
1952,8,Deutschland,69.8
1953,8,Brandenburg/Berlin,36.6
1953,8,Brandenburg,36.7
1953,8,Baden-Wuerttemberg,43.9
1953,8,Bayern,54.6
1953,8,Hessen,49.8
1953,8,Mecklenburg-Vorpommern,59.8
1953,8,Niedersachsen,81.4
1953,8,Niedersachsen/Hamburg/Bremen,81.7
1953,8,Nordrhein-Westfalen,90.3
1953,8,Rheinland-Pfalz,46.5
1953,8,Schleswig-Holstein,114.8
1953,8,Saarland,39.2
1953,8,Sachsen,41.1
1953,8,Sachsen-Anhalt,41.1
1953,8,Thueringen/Sachsen-Anhalt,43.4
1953,8,Thueringen,46.3
1953,8,Deutschland,59.4
1954,8,Brandenburg/Berlin,104.3
1954,8,Brandenburg,104.2
1954,8,Baden-Wuerttemberg,146.8
1954,8,Bayern,110.2
1954,8,Hessen,93
1954,8,Mecklenburg-Vorpommern,104.4
1954,8,Niedersachsen,124.6
1954,8,Niedersachsen/Hamburg/Bremen,125.2
1954,8,Nordrhein-Westfalen,134.8
1954,8,Rheinland-Pfalz,113
1954,8,Schleswig-Holstein,173
1954,8,Saarland,143.7
1954,8,Sachsen,110.2
1954,8,Sachsen-Anhalt,104.1
1954,8,Thueringen/Sachsen-Anhalt,99.6
1954,8,Thueringen,94
1954,8,Deutschland,118.5
1955,8,Brandenburg/Berlin,58
1955,8,Brandenburg,57.9
1955,8,Baden-Wuerttemberg,55.4
1955,8,Bayern,84
1955,8,Hessen,74.2
1955,8,Mecklenburg-Vorpommern,47.8
1955,8,Niedersachsen,64
1955,8,Niedersachsen/Hamburg/Bremen,63.7
1955,8,Nordrhein-Westfalen,81.7
1955,8,Rheinland-Pfalz,50.3
1955,8,Schleswig-Holstein,52.5
1955,8,Saarland,31.1
1955,8,Sachsen,74
1955,8,Sachsen-Anhalt,50.2
1955,8,Thueringen/Sachsen-Anhalt,56.8
1955,8,Thueringen,65
1955,8,Deutschland,66.1
1956,8,Brandenburg/Berlin,72.9
1956,8,Brandenburg,72.9
1956,8,Baden-Wuerttemberg,139.2
1956,8,Bayern,135.9
1956,8,Hessen,103
1956,8,Mecklenburg-Vorpommern,89.9
1956,8,Niedersachsen,107.8
1956,8,Niedersachsen/Hamburg/Bremen,107.8
1956,8,Nordrhein-Westfalen,103.5
1956,8,Rheinland-Pfalz,97.8
1956,8,Schleswig-Holstein,138.4
1956,8,Saarland,112
1956,8,Sachsen,64.4
1956,8,Sachsen-Anhalt,67.9
1956,8,Thueringen/Sachsen-Anhalt,75.3
1956,8,Thueringen,84.5
1956,8,Deutschland,107
1957,8,Brandenburg/Berlin,59.6
1957,8,Brandenburg,59.5
1957,8,Baden-Wuerttemberg,99.1
1957,8,Bayern,109.1
1957,8,Hessen,77.1
1957,8,Mecklenburg-Vorpommern,51.1
1957,8,Niedersachsen,83.3
1957,8,Niedersachsen/Hamburg/Bremen,83.3
1957,8,Nordrhein-Westfalen,100.1
1957,8,Rheinland-Pfalz,76.7
1957,8,Schleswig-Holstein,111.3
1957,8,Saarland,97.9
1957,8,Sachsen,77.7
1957,8,Sachsen-Anhalt,58.3
1957,8,Thueringen/Sachsen-Anhalt,63.3
1957,8,Thueringen,69.5
1957,8,Deutschland,85.9
1958,8,Brandenburg/Berlin,63.3
1958,8,Brandenburg,62.8
1958,8,Baden-Wuerttemberg,109.8
1958,8,Bayern,94.4
1958,8,Hessen,130.3
1958,8,Mecklenburg-Vorpommern,61.9
1958,8,Niedersachsen,111.9
1958,8,Niedersachsen/Hamburg/Bremen,111.6
1958,8,Nordrhein-Westfalen,129.2
1958,8,Rheinland-Pfalz,122.3
1958,8,Schleswig-Holstein,94.1
1958,8,Saarland,151.6
1958,8,Sachsen,64.5
1958,8,Sachsen-Anhalt,74.7
1958,8,Thueringen/Sachsen-Anhalt,82.4
1958,8,Thueringen,92
1958,8,Deutschland,98.1
1959,8,Brandenburg/Berlin,77.2
1959,8,Brandenburg,76.8
1959,8,Baden-Wuerttemberg,86.3
1959,8,Bayern,100.4
1959,8,Hessen,50.7
1959,8,Mecklenburg-Vorpommern,85
1959,8,Niedersachsen,49
1959,8,Niedersachsen/Hamburg/Bremen,49.3
1959,8,Nordrhein-Westfalen,56.2
1959,8,Rheinland-Pfalz,66.1
1959,8,Schleswig-Holstein,86
1959,8,Saarland,69.1
1959,8,Sachsen,76.5
1959,8,Sachsen-Anhalt,74
1959,8,Thueringen/Sachsen-Anhalt,74.6
1959,8,Thueringen,75.4
1959,8,Deutschland,75.4
1960,8,Brandenburg/Berlin,65.9
1960,8,Brandenburg,65.8
1960,8,Baden-Wuerttemberg,167.7
1960,8,Bayern,127.1
1960,8,Hessen,155.9
1960,8,Mecklenburg-Vorpommern,136.6
1960,8,Niedersachsen,164.3
1960,8,Niedersachsen/Hamburg/Bremen,165
1960,8,Nordrhein-Westfalen,165.4
1960,8,Rheinland-Pfalz,144.7
1960,8,Schleswig-Holstein,183.5
1960,8,Saarland,159.3
1960,8,Sachsen,79.5
1960,8,Sachsen-Anhalt,79.5
1960,8,Thueringen/Sachsen-Anhalt,86.4
1960,8,Thueringen,95.1
1960,8,Deutschland,134.2
1961,8,Brandenburg/Berlin,61.3
1961,8,Brandenburg,61.4
1961,8,Baden-Wuerttemberg,94
1961,8,Bayern,103.7
1961,8,Hessen,62.1
1961,8,Mecklenburg-Vorpommern,93.5
1961,8,Niedersachsen,107.8
1961,8,Niedersachsen/Hamburg/Bremen,108
